"coalesce","takedown_success_rate","tkd_per_match","tkd_per_match-2","successful_count","successful_count-2","successful_count-3","single_leg_success_rate","single_leg_success_rate-2"
26017,0.67,6.0,6.0,2,2,NULL,1.0,NULL
26020,0.6,9.0,6.0,3,1,1,0.33,1.0
26024,0.83,7.0,10.0,5,1,3,1.0,1.0
26044,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26058,0.0,0.5,0,NULL,NULL,NULL,NULL,NULL
26116,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26126,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
26193,0.0,4.0,0,NULL,NULL,NULL,NULL,NULL
26216,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26217,0.75,2.33,2.0,3,2,NULL,0.67,NULL
26218,0.2,2.0,2.0,1,NULL,NULL,NULL,NULL
26220,0.4,5.0,2.0,2,2,NULL,0.5,NULL
26223,0.33,4.0,4.0,1,NULL,NULL,NULL,NULL
26228,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
26231,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
26233,0.0,3.0,0,NULL,NULL,NULL,NULL,NULL
26241,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26246,0.67,4.0,6.0,2,1,NULL,0.5,NULL
26254,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26256,0.29,2.0,3.0,2,1,NULL,0.25,NULL
26262,0.25,3.5,1.0,1,NULL,NULL,NULL,NULL
26269,1.0,2.0,3.0,2,NULL,NULL,NULL,NULL
26271,0.5,1.5,0.5,1,NULL,NULL,NULL,NULL
26272,0.0,1.5,0,NULL,NULL,NULL,NULL,NULL
26273,0.0,1.67,0,NULL,NULL,NULL,NULL,NULL
26274,0.67,3.0,8.0,2,NULL,NULL,NULL,NULL
26282,0.67,3.0,3.0,2,NULL,NULL,NULL,NULL
26285,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26291,1.0,6.5,1.0,1,NULL,NULL,NULL,NULL
26292,1.0,4.0,2.0,1,NULL,NULL,NULL,NULL
26294,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26295,0.5,2.0,4.0,2,NULL,NULL,NULL,NULL
26298,1.0,3.0,4.0,1,NULL,NULL,NULL,NULL
26301,0.33,2.33,0.67,1,NULL,NULL,NULL,NULL
26313,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26318,0.43,2.5,4.0,3,NULL,2,NULL,0.67
26321,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26324,0.25,3.0,2.0,1,1,NULL,1.0,NULL
26326,0.33,4.0,2.0,1,NULL,1,NULL,0.5
26403,0.6,3.5,4.0,3,1,NULL,0.33,NULL
26408,0.5,3.0,6.0,2,1,NULL,0.33,NULL
26412,0.09,2.0,1.0,1,NULL,NULL,NULL,NULL
26417,0.33,3.0,1.0,1,NULL,NULL,NULL,NULL
26430,0.5,7.0,6.0,2,NULL,NULL,NULL,NULL
26465,0.13,2.0,1.0,2,2,NULL,0.22,NULL
26467,1.0,5.0,4.0,1,NULL,NULL,NULL,NULL
26485,0.67,5.0,6.0,2,1,NULL,0.5,NULL
26488,0.0,3.0,0,NULL,NULL,NULL,NULL,NULL
26562,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26618,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26660,1.0,4.0,8.0,3,NULL,NULL,NULL,NULL
26717,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26759,1.0,5.0,2.0,1,1,NULL,1.0,NULL
26762,0.25,3.0,2.0,1,1,NULL,0.5,NULL
26781,0.0,1.5,0,NULL,NULL,NULL,NULL,NULL
26782,0.27,2.0,2.5,3,NULL,NULL,NULL,NULL
26790,0.5,2.0,2.0,1,NULL,NULL,NULL,NULL
26791,0.5,4.0,2.0,1,NULL,NULL,NULL,NULL
26798,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26799,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26806,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26809,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26812,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26879,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
26883,0.0,2.5,0,NULL,NULL,NULL,NULL,NULL
26884,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26886,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
26887,0.57,14.0,8.0,4,2,1,0.4,1.0
26890,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26893,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26904,0.2,1.0,2.0,1,1,NULL,0.33,NULL
26915,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
26935,0.0,0,0,NULL,NULL,NULL,NULL,NULL
26961,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
26962,1.0,4.0,8.0,2,NULL,2,NULL,1.0
26973,0.33,6.0,10.0,4,2,NULL,0.22,NULL
26974,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
26976,0.08,1.2,0.4,1,NULL,1,NULL,0.5
26983,1.0,3.0,2.0,1,NULL,NULL,NULL,NULL
26986,0.17,4.0,2.0,1,NULL,NULL,NULL,NULL
26988,0.5,1.0,2.0,1,NULL,NULL,NULL,NULL
26989,0.27,3.5,3.0,3,1,NULL,0.33,NULL
26990,0.25,0.5,2.0,1,NULL,NULL,NULL,NULL
26998,0.15,2.0,4.0,2,1,NULL,0.09,NULL
27004,0.0,0.5,0,NULL,NULL,NULL,NULL,NULL
27011,0.33,1.5,0.5,1,1,NULL,0.33,NULL
27016,0.6,6.0,6.0,3,1,1,0.33,1.0
27018,1.0,1.0,4.0,1,NULL,NULL,NULL,NULL
27022,0.0,3.0,0,NULL,NULL,NULL,NULL,NULL
27024,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27032,0.33,1.67,0.67,1,NULL,NULL,NULL,NULL
27036,0.0,1.4,0,NULL,NULL,NULL,NULL,NULL
27037,0.33,1.0,2.0,1,NULL,NULL,NULL,NULL
27064,0.67,4.0,8.0,2,NULL,NULL,NULL,NULL
27066,1.0,2.5,1.0,1,NULL,NULL,NULL,NULL
27087,0.11,3.0,5.0,1,NULL,NULL,NULL,NULL
27115,0.25,2.0,2.0,1,1,NULL,0.25,NULL
27122,0.0,0.5,0,NULL,NULL,NULL,NULL,NULL
27126,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
27128,1.0,2.0,2.0,1,NULL,NULL,NULL,NULL
27143,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
27147,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
27156,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27161,0.8,2.8,0.8,4,NULL,NULL,NULL,NULL
27164,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27204,0.33,3.0,4.0,1,NULL,NULL,NULL,NULL
27206,0.3,1.67,3.33,3,NULL,NULL,NULL,NULL
27207,0.67,3.0,2.0,2,NULL,NULL,NULL,NULL
27223,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
27235,1.0,3.5,4.0,3,NULL,NULL,NULL,NULL
27238,0.0,0.75,0,NULL,NULL,NULL,NULL,NULL
27347,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27391,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27396,0.25,1.0,2.0,1,NULL,1,NULL,1.0
27422,1.0,1.0,2.0,1,1,NULL,1.0,NULL
27425,0.0,0.67,0,NULL,NULL,NULL,NULL,NULL
27427,0.38,3.67,1.67,3,NULL,NULL,NULL,NULL
27435,0.67,3.5,2.0,2,NULL,NULL,NULL,NULL
27447,0.0,4.0,0,NULL,NULL,NULL,NULL,NULL
27453,0.0,2.5,0,NULL,NULL,NULL,NULL,NULL
27479,1.0,2.25,1.0,2,NULL,NULL,NULL,NULL
27482,1.0,1.0,1.0,1,1,NULL,1.0,NULL
27495,0.0,1.5,0,NULL,NULL,NULL,NULL,NULL
27500,0.0,2.5,0,NULL,NULL,NULL,NULL,NULL
27507,1.0,2.0,4.0,1,NULL,NULL,NULL,NULL
27510,0.0,4.0,0,NULL,NULL,NULL,NULL,NULL
27512,0.43,4.67,1.67,3,NULL,NULL,NULL,NULL
27522,0.0,3.0,0,NULL,NULL,NULL,NULL,NULL
27524,0.29,4.0,2.0,2,2,NULL,0.33,NULL
27536,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
27537,0.22,2.0,4.0,2,NULL,1,NULL,1.0
27540,0.5,3.0,3.0,2,NULL,2,NULL,0.67
27541,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27547,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
27548,0.0,5.0,0,NULL,NULL,NULL,NULL,NULL
27549,0.25,5.0,2.0,1,1,NULL,0.25,NULL
27555,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
27621,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
27681,0.33,5.0,4.0,1,NULL,NULL,NULL,NULL
27727,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
27832,0.67,1.33,2.67,2,NULL,NULL,NULL,NULL
27835,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27837,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27841,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27868,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27869,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27911,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27914,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
27919,0.33,3.0,2.0,1,NULL,NULL,NULL,NULL
27921,0.5,5.0,4.0,1,NULL,NULL,NULL,NULL
27922,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27927,0.33,3.0,4.0,1,NULL,NULL,NULL,NULL
27928,1.0,1.0,2.0,1,NULL,NULL,NULL,NULL
27932,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
27938,0.0,1.5,0,NULL,NULL,NULL,NULL,NULL
27954,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
27959,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27961,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27971,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
27976,0.0,6.0,0,NULL,NULL,NULL,NULL,NULL
27978,0.5,5.0,4.0,2,NULL,NULL,NULL,NULL
27979,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27984,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27989,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27997,0.0,0,0,NULL,NULL,NULL,NULL,NULL
27999,0.29,2.0,2.0,2,1,NULL,0.33,NULL
28000,0.5,3.0,2.0,1,NULL,NULL,NULL,NULL
28005,1.0,1.0,2.0,1,1,NULL,1.0,NULL
28006,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28008,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28013,0.11,1.53,0.47,4,2,2,0.14,0.11
28015,0.33,1.8,0.8,1,NULL,NULL,NULL,NULL
28021,0.5,3.0,3.0,2,NULL,NULL,NULL,NULL
28031,0.5,2.67,0.0,1,NULL,NULL,NULL,NULL
28032,0.5,1.75,0.5,1,NULL,NULL,NULL,NULL
28038,1.0,3.5,3.0,2,NULL,NULL,NULL,NULL
28041,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28043,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28046,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
28049,0.0,4.0,0,NULL,NULL,NULL,NULL,NULL
28052,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
28054,0.5,2.5,3.0,2,NULL,NULL,NULL,NULL
28055,0.0,0.67,0,NULL,NULL,NULL,NULL,NULL
28058,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
28060,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28064,0.33,1.25,2.0,2,NULL,NULL,NULL,NULL
28065,0.5,3.5,2.0,1,NULL,NULL,NULL,NULL
28089,0.4,5.0,4.0,2,1,NULL,0.5,NULL
28092,0.0,3.0,0,NULL,NULL,NULL,NULL,NULL
28134,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28158,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28184,1.0,4.0,1.0,1,1,NULL,1.0,NULL
28196,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
28201,0.25,1.33,1.67,3,1,1,0.13,1.0
28205,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
28218,1.0,1.67,0.67,1,NULL,NULL,NULL,NULL
28226,0.5,2.0,8.0,2,NULL,NULL,NULL,NULL
28229,0.67,4.0,4.0,2,1,1,0.5,1.0
28233,0.21,1.0,1.5,3,1,2,0.1,0.67
28234,0.1,1.0,0.5,1,1,NULL,0.11,NULL
28252,0.75,7.0,6.0,3,1,NULL,1.0,NULL
28257,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
28264,1.0,3.0,4.0,2,NULL,NULL,NULL,NULL
28273,0.0,0.33,0,NULL,NULL,NULL,NULL,NULL
28276,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
28277,1.0,3.25,4.0,4,NULL,NULL,NULL,NULL
28280,0.5,1.57,0.57,1,NULL,NULL,NULL,NULL
28290,0.12,2.75,1.5,2,2,NULL,0.18,NULL
28291,0.33,2.0,2.0,1,1,NULL,1.0,NULL
28310,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
28319,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28323,0.33,1.0,0.0,1,1,NULL,0.33,NULL
28341,0.5,1.33,1.33,1,NULL,NULL,NULL,NULL
28360,0.44,4.5,8.0,7,5,NULL,0.5,NULL
28361,0.11,5.0,1.0,1,NULL,1,NULL,0.25
28362,0.14,3.5,2.0,2,1,NULL,0.17,NULL
28363,0.21,4.0,3.0,3,2,NULL,0.15,NULL
28367,0.14,3.0,4.0,1,NULL,1,NULL,1.0
28370,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
28373,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28380,0.38,4.0,8.0,3,2,1,0.29,1.0
28412,1.0,0.67,1.33,1,NULL,NULL,NULL,NULL
28420,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28442,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
28443,0.0,2.5,0,NULL,NULL,NULL,NULL,NULL
28444,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
28461,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28751,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28759,1.0,6.0,8.0,3,1,NULL,1.0,NULL
28765,0.63,5.5,5.0,5,3,1,0.5,1.0
28767,1.0,3.0,2.0,1,NULL,NULL,NULL,NULL
28773,1.0,4.0,4.0,1,NULL,NULL,NULL,NULL
28775,0.0,5.0,0,NULL,NULL,NULL,NULL,NULL
28782,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
28790,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28799,0.33,4.0,6.0,2,1,NULL,0.2,NULL
28802,0.25,3.0,2.0,1,1,NULL,0.33,NULL
28804,0.08,1.5,1.0,1,1,NULL,0.08,NULL
28808,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28817,0.38,6.0,6.0,3,NULL,1,NULL,0.5
28822,1.0,1.0,4.0,1,NULL,NULL,NULL,NULL
28832,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28833,0.0,3.5,0,NULL,NULL,NULL,NULL,NULL
28842,0.67,6.14,4.86,10,NULL,NULL,NULL,NULL
28847,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28853,0.33,1.0,4.0,1,NULL,NULL,NULL,NULL
28855,0.2,4.5,2.0,1,NULL,NULL,NULL,NULL
28857,0.5,1.0,1.0,1,NULL,NULL,NULL,NULL
28858,0.0,2.67,0,NULL,NULL,NULL,NULL,NULL
28860,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28878,1.0,5.0,2.0,1,1,NULL,1.0,NULL
28889,1.0,3.0,4.0,1,NULL,NULL,NULL,NULL
28890,1.0,2.5,3.0,3,NULL,NULL,NULL,NULL
28891,0.0,0.5,0,NULL,NULL,NULL,NULL,NULL
28902,0.25,1.5,1.0,1,NULL,NULL,NULL,NULL
28903,1.0,2.0,2.0,1,NULL,NULL,NULL,NULL
28906,0.25,2.0,4.0,1,NULL,NULL,NULL,NULL
28907,1.0,2.0,2.67,2,NULL,NULL,NULL,NULL
28908,1.0,2.0,3.0,2,NULL,NULL,NULL,NULL
28916,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
28918,0.67,2.0,8.0,2,NULL,NULL,NULL,NULL
28920,0.38,2.5,4.0,3,2,NULL,0.33,NULL
28922,0.38,3.5,3.0,3,3,NULL,0.43,NULL
28934,0.09,1.0,1.33,1,1,NULL,0.1,NULL
28937,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28939,0.67,4.0,2.0,2,1,1,0.5,1.0
28941,1.0,6.0,4.0,1,NULL,NULL,NULL,NULL
28949,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
28958,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
28970,0.25,2.33,0.67,1,NULL,NULL,NULL,NULL
28971,1.0,3.0,2.0,1,1,NULL,1.0,NULL
28975,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28989,0.0,0,0,NULL,NULL,NULL,NULL,NULL
28993,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
28995,0.5,2.67,1.33,1,NULL,NULL,NULL,NULL
29001,0.0,0.5,0,NULL,NULL,NULL,NULL,NULL
29017,0.0,4.0,0,NULL,NULL,NULL,NULL,NULL
29022,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29029,0.67,3.0,8.0,2,NULL,NULL,NULL,NULL
29030,0.0,1.67,0,NULL,NULL,NULL,NULL,NULL
29034,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29035,0.0,1.25,0,NULL,NULL,NULL,NULL,NULL
29039,0.0,4.0,0,NULL,NULL,NULL,NULL,NULL
29140,0.5,3.0,4.0,1,1,NULL,0.5,NULL
29142,0.5,1.0,2.0,1,1,NULL,0.5,NULL
29145,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29151,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29152,0.13,1.5,1.0,1,NULL,NULL,NULL,NULL
29157,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
29158,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29161,0.5,3.0,4.0,1,NULL,NULL,NULL,NULL
29183,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29187,1.0,1.5,1.0,2,1,1,1.0,1.0
29189,0.25,1.0,2.0,1,1,NULL,0.33,NULL
29225,0.2,2.67,0.67,1,NULL,NULL,NULL,NULL
29234,0.5,4.0,2.0,1,1,NULL,1.0,NULL
29239,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29247,0.2,1.0,1.0,1,1,NULL,0.5,NULL
29269,0.25,3.0,4.0,1,NULL,NULL,NULL,NULL
29280,1.0,2.0,2.0,1,NULL,NULL,NULL,NULL
29286,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29287,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
29398,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29399,1.0,2.0,2.0,1,NULL,NULL,NULL,NULL
29400,0.25,1.0,1.0,1,1,NULL,0.33,NULL
29401,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29439,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
29441,0.33,1.0,2.0,1,NULL,NULL,NULL,NULL
29478,0.5,6.0,4.0,1,NULL,NULL,NULL,NULL
29494,0.6,3.0,6.0,3,2,1,1.0,0.5
29561,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29597,1.0,3.5,2.0,1,NULL,NULL,NULL,NULL
29600,1.0,1.0,2.0,1,NULL,NULL,NULL,NULL
29646,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29676,0.75,8.0,8.0,3,2,1,1.0,0.5
29743,0.11,5.0,2.0,1,1,NULL,0.11,NULL
29745,0.25,3.0,4.0,1,NULL,NULL,NULL,NULL
29751,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29760,0.67,2.5,2.0,2,NULL,NULL,NULL,NULL
29767,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
29772,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
29953,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
29954,0.0,3.0,0,NULL,NULL,NULL,NULL,NULL
29968,0.0,0,0,NULL,NULL,NULL,NULL,NULL
29997,0.33,1.0,2.0,1,NULL,NULL,NULL,NULL
30030,0.0,0,0,NULL,NULL,NULL,NULL,NULL
30031,0.13,1.5,1.0,1,1,NULL,0.13,NULL
30038,0.5,4.0,2.0,1,1,NULL,0.5,NULL
30043,0.17,3.0,2.0,1,NULL,1,NULL,0.25
30047,0.0,4.0,0,NULL,NULL,NULL,NULL,NULL
30051,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30053,1.0,4.0,4.0,1,NULL,NULL,NULL,NULL
30055,0.0,0,0,NULL,NULL,NULL,NULL,NULL
30058,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30071,1.0,3.0,6.0,2,NULL,NULL,NULL,NULL
30088,0.33,2.0,2.0,1,1,NULL,0.5,NULL
30102,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
30103,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30113,0.5,3.0,2.0,1,NULL,NULL,NULL,NULL
30124,0.5,1.0,4.0,1,NULL,NULL,NULL,NULL
30130,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30138,1.0,2.0,2.0,1,NULL,NULL,NULL,NULL
30147,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30148,1.0,1.5,2.0,2,1,NULL,1.0,NULL
30150,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30161,0.0,0,0,NULL,NULL,NULL,NULL,NULL
30162,0.5,1.5,1.0,1,1,NULL,0.5,NULL
30166,0.0,0,0,NULL,NULL,NULL,NULL,NULL
30174,1.0,4.0,5.0,1,NULL,NULL,NULL,NULL
30175,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30182,0.63,4.33,3.0,5,NULL,1,NULL,0.33
30183,0.8,2.5,5.0,4,2,NULL,1.0,NULL
30185,0.33,1.0,1.0,1,1,NULL,0.33,NULL
30193,1.0,1.0,4.0,1,NULL,NULL,NULL,NULL
30201,0.23,3.0,3.0,3,2,NULL,0.67,NULL
30202,0.67,3.0,4.0,2,NULL,NULL,NULL,NULL
30211,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30228,1.0,2.67,0.67,3,NULL,NULL,NULL,NULL
30229,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
30234,1.0,2.0,2.0,1,NULL,NULL,NULL,NULL
30235,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
30243,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30266,0.0,0,0,NULL,NULL,NULL,NULL,NULL
30481,0.0,0,0,NULL,NULL,NULL,NULL,NULL
30528,0.0,3.0,0,NULL,NULL,NULL,NULL,NULL
30529,0.0,3.0,0,NULL,NULL,NULL,NULL,NULL
30530,0.25,1.0,2.0,1,1,NULL,0.25,NULL
30538,1.0,3.25,4.0,5,NULL,NULL,NULL,NULL
30540,0.0,0,0,NULL,NULL,NULL,NULL,NULL
30551,1.0,1.0,4.0,1,NULL,NULL,NULL,NULL
30633,1.0,4.0,9.0,2,NULL,NULL,NULL,NULL
30635,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
30673,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30674,0.13,7.0,2.0,1,1,NULL,0.2,NULL
30679,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30703,1.0,1.0,4.0,1,NULL,NULL,NULL,NULL
30714,0.33,2.75,1.0,1,NULL,NULL,NULL,NULL
30715,1.0,4.0,4.0,1,NULL,NULL,NULL,NULL
30719,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
30770,0.29,4.5,2.0,2,1,1,0.2,1.0
30771,1.0,2.0,1.0,1,NULL,NULL,NULL,NULL
30773,0.14,1.0,2.0,1,1,NULL,0.17,NULL
30774,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30776,0.11,3.0,2.0,1,NULL,NULL,NULL,NULL
30778,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30925,0.0,0,0,NULL,NULL,NULL,NULL,NULL
30927,0.0,0,0,NULL,NULL,NULL,NULL,NULL
30929,0.0,4.0,0,NULL,NULL,NULL,NULL,NULL
30930,0.0,0,0,NULL,NULL,NULL,NULL,NULL
30931,0.09,3.0,1.0,1,1,NULL,0.1,NULL
30933,0.25,3.0,2.0,1,NULL,NULL,NULL,NULL
30944,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30950,0.5,2.5,1.0,1,NULL,NULL,NULL,NULL
30953,0.5,1.0,4.0,1,NULL,NULL,NULL,NULL
30961,0.0,3.0,0,NULL,NULL,NULL,NULL,NULL
30962,0.5,0.5,1.0,1,NULL,NULL,NULL,NULL
30963,0.67,4.0,4.0,2,1,NULL,0.5,NULL
30966,1.0,1.5,2.0,1,NULL,NULL,NULL,NULL
30968,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
30976,0.2,2.0,2.0,1,1,NULL,0.25,NULL
31278,0.0,0,0,NULL,NULL,NULL,NULL,NULL
31413,0.0,0,0,NULL,NULL,NULL,NULL,NULL
31414,0.0,0,0,NULL,NULL,NULL,NULL,NULL
31418,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
31895,0.2,3.0,2.0,1,NULL,NULL,NULL,NULL
31897,0.0,0,0,NULL,NULL,NULL,NULL,NULL
31898,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
31918,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
31920,0.0,0.5,0,NULL,NULL,NULL,NULL,NULL
31926,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
31964,1.0,1.0,2.0,1,NULL,NULL,NULL,NULL
32036,0.0,0,0,NULL,NULL,NULL,NULL,NULL
32204,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
32315,0.33,1.33,1.33,1,NULL,NULL,NULL,NULL
32316,0.25,2.0,4.0,2,2,NULL,0.29,NULL
32317,0.0,0,0,NULL,NULL,NULL,NULL,NULL
32326,0.0,0.5,0,NULL,NULL,NULL,NULL,NULL
32332,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
32479,0.0,0,0,NULL,NULL,NULL,NULL,NULL
32553,0.0,2.0,0,NULL,NULL,NULL,NULL,NULL
32554,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
32563,0.0,0,0,NULL,NULL,NULL,NULL,NULL
32565,0.0,0,0,NULL,NULL,NULL,NULL,NULL
32578,1.0,1.0,4.0,1,NULL,NULL,NULL,NULL
32600,0.0,0,0,NULL,NULL,NULL,NULL,NULL
32620,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
33678,0.0,0,0,NULL,NULL,NULL,NULL,NULL
33857,0.0,0,0,NULL,NULL,NULL,NULL,NULL
33980,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
33982,0.5,1.0,4.0,1,NULL,NULL,NULL,NULL
34342,0.0,0,0,NULL,NULL,NULL,NULL,NULL
34375,0.67,2.0,6.0,2,1,NULL,0.5,NULL
34422,0.0,1.0,0,NULL,NULL,NULL,NULL,NULL
